ortho	phon	lemme	cgram	genre	nombre	freqlemfilms2	freqlemlivres	freqfilms2	freqlivres	infover	nbhomogr	nbhomoph	islem	nblettres	nbphons	cvcv	p_cvcv	voisorth	voisphon	puorth	puphon	syll	nbsyll	cv-cv	orthrenv	phonrenv	orthosyll	cgramortho	deflem	defobs	old20	pld20	morphoder	nbmorph
accaparez	akapaRe	accaparer	VER			0.97	3.99	0.02	0.00	ind:pre:2p;	1	6	0	9	7	VCCVCVCVC	VCVCVCV	1	3	0	7	a-ka-pa-Re	4	V-CV-CV-CV	zerapacca	eRapaka	ac-ca-pa-rez	VER	100	23	2.5	2.25	accaparer	1
accaparé	akapaRe	accaparer	VER	m	s	0.97	3.99	0.30	0.68	par:pas;	1	6	0	8	7	VCCVCVCV	VCVCVCV	2	3	0	7	a-ka-pa-Re	4	V-CV-CV-CV	érapacca	eRapaka	ac-ca-pa-ré	VER	100	23	2.55	2.25	accaparer	1
accaparée	akapaRe	accaparer	VER	f	s	0.97	3.99	0.06	0.34	par:pas;	1	6	0	9	7	VCCVCVCVV	VCVCVCV	1	3	0	7	a-ka-pa-Re	4	V-CV-CV-CV	eérapacca	eRapaka	ac-ca-pa-rée	VER	100	23	2.55	2.25	accaparer	1
accaparées	akapaRe	accaparer	VER	f	p	0.97	3.99	0.00	0.07	par:pas;	1	6	0	10	7	VCCVCVCVVC	VCVCVCV	0	3	0	7	a-ka-pa-Re	4	V-CV-CV-CV	seérapacca	eRapaka	ac-ca-pa-rées	VER	100	23	2.8	2.25	accaparer	1
accaparés	akapaRe	accaparer	VER	m	p	0.97	3.99	0.00	0.20	par:pas;	1	6	0	9	7	VCCVCVCVC	VCVCVCV	1	3	0	7	a-ka-pa-Re	4	V-CV-CV-CV	sérapacca	eRapaka	ac-ca-pa-rés	VER	100	23	2.7	2.25	accaparer	1
accastillage	akastijaZ	accastillage	NOM	m	s	0.04	0.20	0.04	0.14		1	2	1	12	9	VCCVCCVCCVCV	VCVCCVYVC	0	0	5	5	a-kas-ti-jaZ	4	V-CVC-CV-YVC	egallitsacca	Zajitsaka	ac-cas-til-la-ge	NOM	52	17	4.1	3.4	a-castille-age	3
accastillages	akastijaZ	accastillage	NOM	m	p	0.04	0.20	0.00	0.07		1	2	0	13	9	VCCVCCVCCVCVC	VCVCCVYVC	0	0	0	5	a-kas-ti-jaZ	4	V-CVC-CV-YVC	segallitsacca	Zajitsaka	ac-cas-til-la-ges	NOM	52	17	4.4	3.4	a-castille-age	3
accelerando	akseleRando	accelerando	ADV			0.00	0.14	0.00	0.14		1	1	1	11	11	VCCVCVCVCCV	VCCVCVCVCCV	0	0	5	9	ak-se-le-Ran-do	5	VC-CV-CV-CVC-CV	odnarelecca	odnaReleska	ac-ce-le-ran-do	ADV			4.8	4.2	accelerando	1
accent	aks@	accent	NOM	m	s	14.56	45.54	12.98	38.31		1	2	1	6	4	VCCVCC	VCCV	0	5	6	4	ak-s@	2	VC-CV	tnecca	@ska	ac-cent	NOM	100	25	1.95	1.65	accent	1
accenteur	aks@t9R	accenteur	NOM	m	s	0.01	0.00	0.01	0.00		1	1	1	9	7	VCCVCCVVC	VCCVCVC	0	0	7	6	ak-s@-t9R	3	VC-CV-CVC	ruetnecca	R9t@ska		NOM			2.6	2.15	accenteur	1
accents	aks@	accent	NOM	m	p	14.56	45.54	1.58	7.23		1	2	0	7	4	VCCVCCC	VCCV	0	5	0	4	ak-s@	2	VC-CV	stnecca	@ska	ac-cents	NOM	100	25	1.95	1.65	accent	1
accentua	aks@t8a	accentuer	VER			1.28	16.15	0.00	1.96	ind:pas:3s;	1	2	0	8	7	VCCVCCVV	VCCVCYV	2	3	0	0	ak-s@-t8a	3	VC-CV-CYV	autnecca	a8t@ska	ac-cen-tua	VER	81	16	2.1	2.4	accentuer	1
accentuai	aks@t8E	accentuer	VER			1.28	16.15	0.00	0.07	ind:pas:1s;	1	4	0	9	7	VCCVCCVVV	VCCVCYV	0	3	0	0	ak-s@-t8E	3	VC-CV-CYV	iautnecca	E8t@ska	ac-cen-tuai	VER	81	16	2.25	2.3	accentuer	1
accentuaient	aks@t8E	accentuer	VER			1.28	16.15	0.00	1.22	ind:imp:3p;	1	4	0	12	7	VCCVCCVVVVCC	VCCVCYV	0	3	0	0	ak-s@-t8E	3	VC-CV-CYV	tneiautnecca	E8t@ska	ac-cen-tuaient	VER	81	16	2.95	2.3	accentuer	1
accentuais	aks@t8E	accentuer	VER			1.28	16.15	0.00	0.07	ind:imp:1s;	1	4	0	10	7	VCCVCCVVVC	VCCVCYV	1	3	0	0	ak-s@-t8E	3	VC-CV-CYV	siautnecca	E8t@ska	ac-cen-tuais	VER	81	16	2.55	2.3	accentuer	1
accentuait	aks@t8E	accentuer	VER			1.28	16.15	0.01	4.05	ind:imp:3s;	1	4	0	10	7	VCCVCCVVVC	VCCVCYV	2	3	0	0	ak-s@-t8E	3	VC-CV-CYV	tiautnecca	E8t@ska	ac-cen-tuait	VER	81	16	2.4	2.3	accentuer	1
accentuant	aks@t8@	accentuer	VER			1.28	16.15	0.03	1.76	par:pre;	1	1	0	10	7	VCCVCCVVCC	VCCVCYV	2	3	0	0	ak-s@-t8@	3	VC-CV-CYV	tnautnecca	@8t@ska	ac-cen-tuant	VER	81	16	2.5	2.45	accentuer	1
accentuation	aks@t8asj§	accentuation	NOM	f	s	0.06	0.14	0.06	0.14		1	1	1	12	10	VCCVCCVVCVVC	VCCVCYVCYV	0	0	8	7	ak-s@-t8a-sj§	4	VC-CV-CYV-CYV	noitautnecca	§jsa8t@ska	ac-cen-tua-tion	NOM	95	22	3.55	3.6	accentuer-ion	2
accentue	aks@ty	accentuer	VER			1.28	16.15	0.11	1.76	imp:pre:2s;ind:pre:1s;ind:pre:3s;	1	2	0	8	6	VCCVCCVV	VCCVCV	2	0	0	0	ak-s@-ty	3	VC-CV-CV	eutnecca	yt@ska	ac-cen-tue	VER	81	16	2	2.2	accentuer	1
accentuent	aks@ty	accentuer	VER			1.28	16.15	0.07	0.54	ind:pre:3p;	1	2	0	10	6	VCCVCCVVCC	VCCVCV	1	0	0	0	ak-s@-ty	3	VC-CV-CV	tneutnecca	yt@ska	ac-cen-tuent	VER	81	16	2.5	2.2	accentuer	1
accentuer	aks@t8e	accentuer	VER			1.28	16.15	0.67	2.03	inf;	1	9	1	9	7	VCCVCCVVC	VCCVCYV	1	4	8	7	ak-s@-t8e	3	VC-CV-CYV	reutnecca	e8t@ska	ac-cen-tuer	VER	81	16	2.3	2.35	accentuer	1
accentuerait	aks@tyRE	accentuer	VER			1.28	16.15	0.01	0.07	cnd:pre:3s;	1	1	0	12	8	VCCVCCVVCVVC	VCCVCVCV	0	0	0	0	ak-s@-ty-RE	4	VC-CV-CV-CV	tiareutnecca	ERyt@ska	ac-cen-tue-rait	VER	81	16	3.15	2.7	accentuer	1
accentuez	aks@tye	accentuer	VER			1.28	16.15	0.12	0.00	imp:pre:2p;ind:pre:2p;	1	1	0	9	7	VCCVCCVVC	VCCVCVV	1	1	0	0	ak-s@-ty-e	4	VC-CV-CV-V	zeutnecca	eyt@ska	ac-cen-tuez	VER	81	16	2.3	2.45	accentuer	1
accentuât	aks@t8a	accentuer	VER			1.28	16.15	0.00	0.07	sub:imp:3s;	1	2	0	9	7	VCCVCCVVC	VCCVCYV	0	3	0	0	ak-s@-t8a	3	VC-CV-CYV	tâutnecca	a8t@ska	ac-cen-tuât	VER	81	16	2.4	2.4	accentuer	1
accentuèrent	aks@t8ER	accentuer	VER			1.28	16.15	0.00	0.20	ind:pas:3p;	1	1	0	12	8	VCCVCCVVCVCC	VCCVCYVC	0	0	0	0	ak-s@-t8ER	3	VC-CV-CYVC	tnerèutnecca	RE8t@ska	ac-cen-tuè-rent	VER	81	16	3.3	2.6	accentuer	1
accentué	aks@t8e	accentuer	VER	m	s	1.28	16.15	0.21	0.81	par:pas;	2	9	0	8	7	VCCVCCVV	VCCVCYV	2	4	8	7	ak-s@-t8e	3	VC-CV-CYV	éutnecca	e8t@ska	ac-cen-tué	VER,ADJ	81	16	2.15	2.35	accentuer	1
accentué	aks@t8e	accentué	ADJ	m	s	0.02	1.55	0.01	0.81		2	9	1	8	7	VCCVCCVV	VCCVCYV	2	4	8	7	ak-s@-t8e	3	VC-CV-CYV	éutnecca	e8t@ska	ac-cen-tué	VER,ADJ	100	25	2.15	2.35	accentué	1
accentuée	aks@t8e	accentuer	VER	f	s	1.28	16.15	0.03	0.95	par:pas;	2	9	0	9	7	VCCVCCVVV	VCCVCYV	1	4	0	7	ak-s@-t8e	3	VC-CV-CYV	eéutnecca	e8t@ska	ac-cen-tuée	VER,ADJ	81	16	2.3	2.35	accentuer	1
accentuée	aks@t8e	accentué	ADJ	f	s	0.02	1.55	0.01	0.47		2	9	0	9	7	VCCVCCVVV	VCCVCYV	1	4	0	7	ak-s@-t8e	3	VC-CV-CYV	eéutnecca	e8t@ska	ac-cen-tuée	VER,ADJ	100	25	2.3	2.35	accentué	1
accentuées	aks@t8e	accentuer	VER	f	p	1.28	16.15	0.02	0.27	par:pas;	2	9	0	10	7	VCCVCCVVVC	VCCVCYV	0	4	0	7	ak-s@-t8e	3	VC-CV-CYV	seéutnecca	e8t@ska	ac-cen-tuées	VER,ADJ	81	16	2.5	2.35	accentuer	1
accentuées	aks@t8e	accentué	ADJ	f	p	0.02	1.55	0.00	0.14		2	9	0	10	7	VCCVCCVVVC	VCCVCYV	0	4	0	7	ak-s@-t8e	3	VC-CV-CYV	seéutnecca	e8t@ska	ac-cen-tuées	VER,ADJ	100	25	2.5	2.35	accentué	1
accentués	aks@t8e	accentuer	VER	m	p	1.28	16.15	0.01	0.34	par:pas;	2	9	0	9	7	VCCVCCVVC	VCCVCYV	1	4	0	7	ak-s@-t8e	3	VC-CV-CYV	séutnecca	e8t@ska	ac-cen-tués	VER,ADJ	81	16	2.25	2.35	accentuer	1
accentués	aks@t8e	accentué	ADJ	m	p	0.02	1.55	0.00	0.14		2	9	0	9	7	VCCVCCVVC	VCCVCYV	1	4	0	7	ak-s@-t8e	3	VC-CV-CYV	séutnecca	e8t@ska	ac-cen-tués	VER,ADJ	100	25	2.25	2.35	accentué	1
accepta	aksEpta	accepter	VER			165.84	144.66	0.82	10.54	ind:pas:3s;	1	2	0	7	7	VCCVCCV	VCCVCCV	2	4	0	0	ak-sEp-ta	3	VC-CVC-CV	atpecca	atpEska	ac-cep-ta	VER	100	10	1.9	1.65	accepter	1
acceptable	aksEptabl	acceptable	ADJ		s	3.96	4.39	3.27	3.51		1	2	1	10	9	VCCVCCVCCV	VCCVCCVCC	0	0	8	8	ak-sEp-tabl	3	VC-CVC-CVCC	elbatpecca	lbatpEska	ac-cep-ta-ble	ADJ	100	8	2.9	2.8	accepter-able	2
acceptables	aksEptabl	acceptable	ADJ		p	3.96	4.39	0.70	0.88		1	2	0	11	9	VCCVCCVCCVC	VCCVCCVCC	0	0	0	8	ak-sEp-tabl	3	VC-CVC-CVCC	selbatpecca	lbatpEska	ac-cep-ta-bles	ADJ	100	8	3.15	2.8	accepter-able	2
acceptai	aksEptE	accepter	VER			165.84	144.66	0.03	3.38	ind:pas:1s;	1	4	0	8	7	VCCVCCVV	VCCVCCV	0	5	0	0	ak-sEp-tE	3	VC-CVC-CV	iatpecca	EtpEska	ac-cep-tai	VER	100	10	2.1	1.7	accepter	1
acceptaient	aksEptE	accepter	VER			165.84	144.66	0.34	2.91	ind:imp:3p;	1	4	0	11	7	VCCVCCVVVCC	VCCVCCV	0	5	0	0	ak-sEp-tE	3	VC-CVC-CV	tneiatpecca	EtpEska	ac-cep-taient	VER	100	10	2.5	1.7	accepter	1
acceptais	aksEptE	accepter	VER			165.84	144.66	0.94	3.99	ind:imp:1s;ind:imp:2s;	1	4	0	9	7	VCCVCCVVC	VCCVCCV	1	5	0	0	ak-sEp-tE	3	VC-CVC-CV	siatpecca	EtpEska	ac-cep-tais	VER	100	10	2.25	1.7	accepter	1
acceptait	aksEptE	accepter	VER			165.84	144.66	1.48	10.00	ind:imp:3s;	1	4	0	9	7	VCCVCCVVC	VCCVCCV	2	5	0	0	ak-sEp-tE	3	VC-CVC-CV	tiatpecca	EtpEska	ac-cep-tait	VER	100	10	2.2	1.7	accepter	1
acceptant	aksEpt@	acceptant	NOM	m	s	0.04	0.14	0.04	0.14		2	2	1	9	7	VCCVCCVCC	VCCVCCV	2	5	8	7	ak-sEp-t@	3	VC-CVC-CV	tnatpecca	@tpEska	ac-cep-tant	NOM,VER	75	28	2.25	1.8	acceptant	1
acceptant	aksEpt@	accepter	VER			165.84	144.66	1.35	2.97	par:pre;	2	2	0	9	7	VCCVCCVCC	VCCVCCV	2	5	8	7	ak-sEp-t@	3	VC-CVC-CV	tnatpecca	@tpEska	ac-cep-tant	NOM,VER	100	10	2.25	1.8	accepter	1
acceptassent	aksEptas	accepter	VER			165.84	144.66	0.00	0.07	sub:imp:3p;	1	2	0	12	8	VCCVCCVCCVCC	VCCVCCVC	0	1	0	0	ak-sEp-tas	3	VC-CVC-CVC	tnessatpecca	satpEska	ac-cep-tas-sent	VER	100	10	3.45	2.1	accepter	1
acceptasses	aksEptas	accepter	VER			165.84	144.66	0.00	0.07	sub:imp:2s;	1	2	0	11	8	VCCVCCVCCVC	VCCVCCVC	0	1	0	0	ak-sEp-tas	3	VC-CVC-CVC	sessatpecca	satpEska	ac-cep-tas-ses	VER	100	10	3.55	2.1	accepter	1
acceptation	aksEptasj§	acceptation	NOM	f	s	1.24	4.39	1.24	4.19		1	2	1	11	10	VCCVCCVCVVC	VCCVCCVCYV	0	0	8	8	ak-sEp-ta-sj§	4	VC-CVC-CV-CYV	noitatpecca	§jsatpEska	ac-cep-ta-tion	NOM	94	18	2.8	2.8	accepter-ion	2
acceptations	aksEptasj§	acceptation	NOM	f	p	1.24	4.39	0.00	0.20		1	2	0	12	10	VCCVCCVCVVCC	VCCVCCVCYV	0	0	0	8	ak-sEp-ta-sj§	4	VC-CVC-CV-CYV	snoitatpecca	§jsatpEska	ac-cep-ta-tions	NOM	94	18	2.85	2.8	accepter-ion	2
accepte	aksEpt	accepter	VER			165.84	144.66	38.41	18.65	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	1	3	0	7	6	VCCVCCV	VCCVCC	2	1	0	0	ak-sEpt	2	VC-CVCC	etpecca	tpEska	ac-cep-te	VER	100	10	1.7	1.7	accepter	1
acceptent	aksEpt	accepter	VER			165.84	144.66	4.45	3.24	ind:pre:3p;	1	3	0	9	6	VCCVCCVCC	VCCVCC	1	1	0	0	ak-sEpt	2	VC-CVCC	tnetpecca	tpEska	ac-cep-tent	VER	100	10	2.2	1.7	accepter	1
accepter	aksEpte	accepter	VER			165.84	144.66	43.39	36.62	inf;	1	6	1	8	7	VCCVCCVC	VCCVCCV	2	5	7	7	ak-sEp-te	3	VC-CVC-CV	retpecca	etpEska	ac-cep-ter	VER	100	10	1.8	1.7	accepter	1
acceptera	aksEpt°Ra	accepter	VER			165.84	144.66	3.98	1.96	ind:fut:3s;	1	2	0	9	9	VCCVCCVCV	VCCVCCVCV	0	3	0	0	ak-sEp-t°-Ra	4	VC-CVC-CV-CV	aretpecca	aR°tpEska	ac-cep-te-ra	VER	100	10	2.3		accepter	1
accepterai	aksEpt°RE	accepter	VER			165.84	144.66	2.73	1.22	ind:fut:1s;	1	4	0	10	9	VCCVCCVCVV	VCCVCCVCV	1	3	0	0	ak-sEp-t°-RE	4	VC-CVC-CV-CV	iaretpecca	ER°tpEska	ac-cep-te-rai	VER	100	10	2.45		accepter	1
accepteraient	aksEpt°RE	accepter	VER			165.84	144.66	0.57	0.95	cnd:pre:3p;	1	4	0	13	9	VCCVCCVCVVVCC	VCCVCCVCV	0	3	0	0	ak-sEp-t°-RE	4	VC-CVC-CV-CV	tneiaretpecca	ER°tpEska	ac-cep-te-raient	VER	100	10	2.9		accepter	1
accepterais	aksEpt°RE	accepter	VER			165.84	144.66	2.25	1.96	cnd:pre:1s;cnd:pre:2s;	1	4	0	11	9	VCCVCCVCVVC	VCCVCCVCV	1	3	0	0	ak-sEp-t°-RE	4	VC-CVC-CV-CV	siaretpecca	ER°tpEska	ac-cep-te-rais	VER	100	10	2.55		accepter	1
accepterait	aksEpt°RE	accepter	VER			165.84	144.66	1.54	4.05	cnd:pre:3s;	1	4	0	11	9	VCCVCCVCVVC	VCCVCCVCV	1	3	0	0	ak-sEp-t°-RE	4	VC-CVC-CV-CV	tiaretpecca	ER°tpEska	ac-cep-te-rait	VER	100	10	2.5		accepter	1
accepteras	aksEpt°Ra	accepter	VER			165.84	144.66	0.65	0.27	ind:fut:2s;	1	2	0	10	9	VCCVCCVCVC	VCCVCCVCV	1	3	0	0	ak-sEp-t°-Ra	4	VC-CVC-CV-CV	saretpecca	aR°tpEska	ac-cep-te-ras	VER	100	10	2.45		accepter	1
accepterez	aksEpt°Re	accepter	VER			165.84	144.66	0.94	0.20	ind:fut:2p;	1	1	0	10	9	VCCVCCVCVC	VCCVCCVCV	0	3	0	0	ak-sEp-t°-Re	4	VC-CVC-CV-CV	zeretpecca	eR°tpEska	ac-cep-te-rez	VER	100	10	2.55		accepter	1
accepteriez	aksEpt°Rje	accepter	VER			165.84	144.66	2.01	0.54	cnd:pre:2p;	1	1	0	11	10	VCCVCCVCVVC	VCCVCCVCYV	0	1	0	0	ak-sEp-t°-Rje	4	VC-CVC-CV-CYV	zeiretpecca	ejR°tpEska	ac-cep-te-riez	VER	100	10	2.95	3	accepter	1
accepterions	aksEpt°Rj§	accepter	VER			165.84	144.66	0.03	0.34	cnd:pre:1p;	1	1	0	12	10	VCCVCCVCVVCC	VCCVCCVCYV	0	1	0	0	ak-sEp-t°-Rj§	4	VC-CVC-CV-CYV	snoiretpecca	§jR°tpEska	ac-cep-te-rions	VER	100	10	3	3.05	accepter	1
accepterons	aksEpt°R§	accepter	VER			165.84	144.66	0.31	0.14	ind:fut:1p;	1	2	0	11	9	VCCVCCVCVCC	VCCVCCVCV	1	3	0	0	ak-sEp-t°-R§	4	VC-CVC-CV-CV	snoretpecca	§R°tpEska	ac-cep-te-rons	VER	100	10	2.55		accepter	1
accepteront	aksEpt°R§	accepter	VER			165.84	144.66	1.34	0.20	ind:fut:3p;	1	2	0	11	9	VCCVCCVCVCC	VCCVCCVCV	1	3	0	0	ak-sEp-t°-R§	4	VC-CVC-CV-CV	tnoretpecca	§R°tpEska	ac-cep-te-ront	VER	100	10	2.7		accepter	1
acceptes	aksEpt	accepter	VER			165.84	144.66	6.79	1.28	ind:pre:2s;	1	3	0	8	6	VCCVCCVC	VCCVCC	3	1	0	0	ak-sEpt	2	VC-CVCC	setpecca	tpEska	ac-cep-tes	VER	100	10	1.75	1.7	accepter	1
acceptez	aksEpte	accepter	VER			165.84	144.66	12.53	2.16	imp:pre:2p;ind:pre:2p;	1	6	0	8	7	VCCVCCVC	VCCVCCV	2	5	0	7	ak-sEp-te	3	VC-CVC-CV	zetpecca	etpEska	ac-cep-tez	VER	100	10	1.95	1.7	accepter	1
acceptiez	aksEptje	accepter	VER			165.84	144.66	1.00	0.54	ind:imp:2p;	1	1	0	9	8	VCCVCCVVC	VCCVCCYV	0	1	0	0	ak-sEp-tje	3	VC-CVC-CYV	zeitpecca	ejtpEska	ac-cep-tiez	VER	100	10	2.35	1.95	accepter	1
acception	aksEpsj§	acception	NOM	f	s	0.15	0.47	0.15	0.27		1	2	1	9	8	VCCVCCVVC	VCCVCCYV	0	3	7	6	ak-sEp-sj§	3	VC-CVC-CYV	noitpecca	§jspEska	ac-cep-tion	NOM	53	26	2.5	2.1	accepter-ion	2
acceptions	aksEpsj§	acception	NOM	f	p	0.15	0.47	0.00	0.20		2	2	0	10	8	VCCVCCVVCC	VCCVCCYV	0	3	0	6	ak-sEp-sj§	3	VC-CVC-CYV	snoitpecca	§jspEska	ac-cep-tions	NOM,VER	53	26	2.45	2.1	accepter-ion	2
acceptions	aksEptj§	accepter	VER			165.84	144.66	0.21	1.35	ind:imp:1p;	2	1	0	10	8	VCCVCCVVCC	VCCVCCYV	0	3	0	0	ak-sEp-tj§	3	VC-CVC-CYV	snoitpecca	§jtpEska	ac-cep-tions	NOM,VER	100	10	2.45	1.75	accepter	1
acceptons	aksEpt§	accepter	VER			165.84	144.66	2.72	0.95	imp:pre:1p;ind:pre:1p;	1	1	0	9	7	VCCVCCVCC	VCCVCCV	0	4	0	0	ak-sEp-t§	3	VC-CVC-CV	snotpecca	§tpEska	ac-cep-tons	VER	100	10	2.35	1.65	accepter	1
acceptâmes	aksEptam	accepter	VER			165.84	144.66	0.00	0.14	ind:pas:1p;	1	1	0	10	8	VCCVCCVCVC	VCCVCCVC	0	1	0	0	ak-sEp-tam	3	VC-CVC-CVC	semâtpecca	matpEska	ac-cep-tâ-mes	VER	100	10	2.85	2.15	accepter	1
acceptât	aksEpta	accepter	VER			165.84	144.66	0.01	1.42	sub:imp:3s;	1	2	0	8	7	VCCVCCVC	VCCVCCV	0	4	0	0	ak-sEp-ta	3	VC-CVC-CV	tâtpecca	atpEska	ac-cep-tât	VER	100	10	2.3	1.65	accepter	1
acceptèrent	aksEptER	accepter	VER			165.84	144.66	0.04	0.74	ind:pas:3p;	1	1	0	11	8	VCCVCCVCVCC	VCCVCCVC	0	0	0	0	ak-sEp-tER	3	VC-CVC-CVC	tnerètpecca	REtpEska	ac-ce-ptè-rent	VER	100	10	2.7	2.2	accepter	1
accepté	aksEpte	accepter	VER	m	s	165.84	144.66	28.46	27.16	par:pas;	1	6	0	7	7	VCCVCCV	VCCVCCV	2	5	0	7	ak-sEp-te	3	VC-CVC-CV	étpecca	etpEska	ac-cep-té	VER	100	10	1.95	1.7	accepter	1
acceptée	aksEpte	accepter	VER	f	s	165.84	144.66	4.30	3.24	par:pas;	1	6	0	8	7	VCCVCCVV	VCCVCCV	1	5	0	7	ak-sEp-te	3	VC-CVC-CV	eétpecca	etpEska	ac-cep-tée	VER	100	10	1.95	1.7	accepter	1
acceptées	aksEpte	accepter	VER	f	p	165.84	144.66	0.93	0.68	par:pas;	1	6	0	9	7	VCCVCCVVC	VCCVCCV	0	5	0	7	ak-sEp-te	3	VC-CVC-CV	seétpecca	etpEska	ac-cep-tées	VER	100	10	2.05	1.7	accepter	1
acceptés	aksEpte	accepter	VER	m	p	165.84	144.66	1.29	0.74	par:pas;	1	6	0	8	7	VCCVCCVC	VCCVCCV	2	5	0	7	ak-sEp-te	3	VC-CVC-CV	sétpecca	etpEska	ac-cep-tés	VER	100	10	1.95	1.7	accepter	1
accesseurs	aksEs9R	accesseur	NOM	m	p	0.00	0.07	0.00	0.07		1	1	0	10	7	VCCVCCVVCC	VCCVCVC	0	0	0	0	ak-sE-s9R	3	VC-CV-CVC	sruessecca	R9sEska	ac-ces-seurs	NOM			2.8	2.65	accesseur	1
accessibilité	aksEsibilite	accessibilité	NOM	f	s	0.03	0.00	0.03	0.00		1	1	1	13	12	VCCVCCVCVCVCV	VCCVCVCVCVCV	0	0	9	6	ak-sE-si-bi-li-te	6	VC-CV-CV-CV-CV-CV	étilibissecca	etilibisEska	ac-ces-si-bi-li-té	NOM	93	15	4.3	3.8	accessible-ité	2
accessible	aksesibl	accessible	ADJ		s	2.06	5.74	1.49	4.12		1	2	1	10	8	VCCVCCVCCV	VCCVCVCC	0	0	9	7	ak-se-sibl	3	VC-CV-CVCC	elbissecca	lbiseska	ac-ces-si-ble	ADJ	95	21	3.4	3.25	accessible	1
accessibles	aksesibl	accessible	ADJ		p	2.06	5.74	0.57	1.62		1	2	0	11	8	VCCVCCVCCVC	VCCVCVCC	0	0	0	7	ak-se-sibl	3	VC-CV-CVCC	selbissecca	lbiseska	ac-ces-si-bles	ADJ	95	21	3.45	3.25	accessible	1
accession	aksEsj§	accession	NOM	f	s	0.16	1.22	0.16	1.22		1	1	1	9	7	VCCVCCVVC	VCCVCYV	0	0	8	6	ak-sE-sj§	3	VC-CV-CYV	noissecca	§jsEska	ac-ces-sion	NOM	78	14	2.6	1.95	access-ion	2
accessit	aksesit	accessit	NOM	m	s	0.02	0.07	0.02	0.07		1	1	1	8	7	VCCVCCVC	VCCVCVC	0	0	8	7	ak-se-sit	3	VC-CV-CVC	tissecca	tiseska	ac-ces-sit	NOM	63	30	2.9	2.8	accessit	1
accessoire	akseswaR	accessoire	ADJ		s	0.74	2.84	0.12	1.01		2	4	1	10	8	VCCVCCVVCV	VCCVCYVC	0	0	10	8	ak-se-swaR	3	VC-CV-CYVC	eriossecca	Rawseska	ac-ces-soi-re	ADJ,NOM	100	22	3.3	2.95	accessoire	1
accessoire	akseswaR	accessoire	NOM	m	s	3.87	7.30	1.11	1.08		2	4	1	10	8	VCCVCCVVCV	VCCVCYVC	0	0	10	8	ak-se-swaR	3	VC-CV-CYVC	eriossecca	Rawseska	ac-ces-soi-re	ADJ,NOM	100	31	3.3	2.95	accessoire	1
accessoirement	akseswaR°m@	accessoirement	ADV			0.17	0.88	0.17	0.88		1	1	1	14	11	VCCVCCVVCVCVCC	VCCVCYVCVCV	0	0	11	9	ak-se-swa-R°-m@	5	VC-CV-CYV-CV-CV	tnemeriossecca	@m°Rawseska	ac-ces-soi-re-ment	ADV			4.55		accessoirement	1
accessoires	akseswaR	accessoire	ADJ		p	0.74	2.84	0.62	1.82		2	4	0	11	8	VCCVCCVVCVC	VCCVCYVC	0	0	0	8	ak-se-swaR	3	VC-CV-CYVC	seriossecca	Rawseska	ac-ces-soi-res	ADJ,NOM	100	22	3.45	2.95	accessoire	1
accessoires	akseswaR	accessoire	NOM	m	p	3.87	7.30	2.76	6.22		2	4	0	11	8	VCCVCCVVCVC	VCCVCYVC	0	0	0	8	ak-se-swaR	3	VC-CV-CYVC	seriossecca	Rawseska	ac-ces-soi-res	ADJ,NOM	100	31	3.45	2.95	accessoire	1
accessoirise	aksEswaRiz	accessoiriser	VER			0.07	0.00	0.01	0.00	ind:pre:1s;	1	1	0	12	10	VCCVCCVVCVCV	VCCVCYVCVC	0	0	0	0	ak-sE-swa-Riz	4	VC-CV-CYV-CVC	esiriossecca	ziRawsEska	ac-ces-soi-ri-se	VER	95	23	4	4.45	accessoiriser	1
accessoiriser	aksEswaRize	accessoiriser	VER			0.07	0.00	0.07	0.00	inf;	1	1	1	13	11	VCCVCCVVCVCVC	VCCVCYVCVCV	0	0	12	6	ak-sE-swa-Ri-ze	5	VC-CV-CYV-CV-CV	resiriossecca	eziRawsEska	ac-ces-soi-ri-ser	VER	95	23	4.75	4.6	accessoiriser	1
accessoiriste	akseswaRist	accessoiriste	NOM		s	0.62	0.14	0.51	0.00		1	2	1	13	11	VCCVCCVVCVCCV	VCCVCYVCVCC	0	0	12	9	ak-se-swa-Rist	4	VC-CV-CYV-CVCC	etsiriossecca	tsiRawseska	ac-ces-soi-ris-te	NOM	100	24	4.65	4.45	accessoire-iste	2
accessoiristes	akseswaRist	accessoiriste	NOM		p	0.62	0.14	0.11	0.14		1	2	0	14	11	VCCVCCVVCVCCVC	VCCVCYVCVCC	0	0	0	9	ak-se-swa-Rist	4	VC-CV-CYV-CVCC	setsiriossecca	tsiRawseska	ac-ces-soi-ris-tes	NOM	100	24	4.9	4.45	accessoire-iste	2
accident	aksid@	accident	NOM	m	s	108.21	44.80	100.11	36.62		1	2	1	8	6	VCCVCVCC	VCCVCV	2	2	8	6	ak-si-d@	3	VC-CV-CV	tnedicca	@diska	ac-ci-dent	NOM	100	15	1.75	1.85	accident	1
accidente	aksid@t	accidenter	VER			0.19	0.27	0.01	0.07	ind:pre:3s;	1	1	0	9	7	VCCVCVCCV	VCCVCVC	2	0	0	0	ak-si-d@t	3	VC-CV-CVC	etnedicca	t@diska	ac-ci-den-te	VER			2.1	2.4	accidenter	1
